old_name,old_parent,old_account_number,canonical_name,canonical_parent,canonical_account_number,canonical_root_type,canonical_account_type,migration_action,is_group
POSTAGE & COURIER - BKI,,6004006,POSTAGE & COURIER - BKI,,,Expense,,NOOP,0
PREPAID EXPENSES - BKI,,1105200,PREPAID EXPENSES - BKI,,,Asset,,NOOP,1
PREPAID RENT - BKI,,1105201,PREPAID RENT - BKI,,,Asset,,NOOP,0
PREPAID TAXES AND LICENSES - BKI,,1105102,PREPAID TAXES AND LICENSES - BKI,,,Asset,,NOOP,0
PREPAYMENTS - OTHERS - BKI,,1105202,PREPAYMENTS - OTHERS - BKI,,,Asset,,NOOP,0
PRODUCT TEST - BKI,,6010203,PRODUCT TEST - BKI,,,Expense,,NOOP,0
PROFESSIONAL FEES - BKI,,6020600,PROFESSIONAL FEES - BKI,,,Expense,,NOOP,1
PROJECT COST RELATED - BKI,,1206407,PROJECT COST RELATED - BKI,,,Asset,,NOOP,1
"PROPERTY, PLANT AND EQUIPMENT - BKI",NON-CURRENT ASSETS - BKI,12064000,"PROPERTY, PLANT AND EQUIPMENT - BKI",,,Asset,,NOOP,1
PROVISION FOR INVENTORY OBSOLESCENCES - BKI,,1104101,PROVISION FOR INVENTORY OBSOLESCENCES - BKI,,,Asset,,NOOP,0
R&M - CONTRACT SERVICES - BKI,,6008002,R&M - CONTRACT SERVICES - BKI,,,Expense,,NOOP,0
R&M - IN-HOUSE - BKI,,6008001,R&M - IN-HOUSE - BKI,,,Expense,,NOOP,0
R&M - MATERIALS AND SUPPLIES - BKI,,6008003,R&M - MATERIALS AND SUPPLIES - BKI,,,Expense,,NOOP,0
R&M - VEHICLE - BKI,,6008004,R&M - VEHICLE - BKI,,,Expense,,NOOP,0
RECEIVABLES FROM PAYMONGO - BKI,,1103103,RECEIVABLES FROM PAYMONGO - BKI,,,Asset,,NOOP,0
RECRUITMENT EXPENSES - BKI,,6010206,RECRUITMENT EXPENSES - BKI,,,Expense,,NOOP,0
RENT PAYABLES - BKI,,2102106,RENT PAYABLES - BKI,,,Liability,,NOOP,0
RENT-OTHERS - BKI,,6020303,RENT-OTHERS - BKI,,,Expense,,NOOP,0
REPAIRS & MAINTENANCE - BKI,,6008000,REPAIRS & MAINTENANCE - BKI,,,Expense,,NOOP,1
REPRESENTATION & ENTERTAINMENT-OTHERS - BKI,,6010100,REPRESENTATION & ENTERTAINMENT-OTHERS - BKI,,,Expense,,NOOP,0
RETAINED EARNINGS - BKI,,3000003,Retained Earnings - BKI,Equity - BKI,,Equity,,RENAME,0
REVOLVING FUND - HO - BKI,,1116000,REVOLVING FUND - HO - BKI,,,Asset,,NOOP,0
ROYALTY FEE (5.0%) - BKI,,6020712,ROYALTY FEE (5.0%) - BKI,,,Expense,,NOOP,0
ROYALTY FEE (7.0%) - BKI,,6020711,ROYALTY FEE (7.0%) - BKI,,,Expense,,NOOP,0
SALARIES PAYABLES - BKI,,2102101,SALARIES PAYABLES - BKI,,,Liability,,NOOP,0
SECURITY DEPOSIT - BKI,,1207101,SECURITY DEPOSIT - BKI,,,Asset,,NOOP,0
SHORT TERM DEBT - BKI,,2104100,SHORT TERM DEBT - BKI,,,Liability,,NOOP,1
SMALLWARES SUPPLIES - BKI,,6007000,SMALLWARES SUPPLIES - BKI,,,Expense,,NOOP,0
SPONSORSHIP - BKI,,6010202,SPONSORSHIP - BKI,,,Expense,,NOOP,0
"SSS, PHIC, PAG IBIG PAYABLES - BKI",,2102103,"SSS, PHIC, PAG IBIG PAYABLES - BKI",,,Liability,,NOOP,0
SSS/MED/ECC-CREW/STAFF - BKI,,6002204,SSS/MED/ECC-CREW/STAFF - BKI,,,Expense,,NOOP,0
SSS/MED/ECC-MGT - BKI,,6002201,SSS/MED/ECC-MGT - BKI,,,Expense,,NOOP,0
STOCK ADJUSTMENT - BKI,COST OF SALES - BKI,5000004,Stock Adjustment - BKI,Stock Expenses - BKI,,Expense,,RENAME,0
Stock Received But Not Billed - BKI,CURRENT LIABILITIES - Bebang Enterprise Inc.,,Stock Received But Not Billed - BKI,Stock Liabilities - BKI,,Liability,Stock Received But Not Billed,NOOP,0
STOCKHOLDER'S EQUITY - BKI,,3000000,STOCKHOLDER'S EQUITY - BKI,,,Equity,,NOOP,1
STORE SUPPLIES - BKI,,6006001,STORE SUPPLIES - BKI,,,Expense,,NOOP,0
TAX EXPENSE - BKI,,7100001,TAX EXPENSE - BKI,,,Expense,,NOOP,0
TAXES AND LICENSES - BKI,,6020500,TAXES AND LICENSES - BKI,,,Expense,,NOOP,1
TAXES PAYABLES - BKI,,2102200,TAXES PAYABLES - BKI,,,Liability,,NOOP,1
TELEPHONE & FAX CHARGES - BKI,,6004003,TELEPHONE & FAX CHARGES - BKI,,,Expense,,NOOP,0
Temporary Opening - BKI,CURRENT ASSETS - BKI,,Temporary Opening - BKI,Temporary Accounts - BKI,,Asset,Temporary,NOOP,0
TOLL & PARKING FEES - BKI,,6010004,TOLL & PARKING FEES - BKI,,,Expense,,NOOP,0
TRADE AND OTHER PAYABLES - BKI,,2101100,TRADE AND OTHER PAYABLES - BKI,,,Asset,,NOOP,1
TRADE AND OTHER RECEIVABLES - BKI,,1103000,TRADE AND OTHER RECEIVABLES - BKI,,,Asset,,NOOP,1
TRADE RECEIVABLES - BKI,,1103100,TRADE RECEIVABLES - BKI,,,Asset,,NOOP,1
TRAINING & SEMINAR - BKI,,6002304,TRAINING & SEMINAR - BKI,,,Expense,,NOOP,0
TRANSPORTATION & TRAVEL - BKI,,6010000,TRANSPORTATION & TRAVEL - BKI,,,Expense,,NOOP,1
UNIFORMS - BKI,,6002302,UNIFORMS - BKI,,,Expense,,NOOP,0
Unionbank - CMSSRY (2268) - BKI,,1101109,Unionbank - CMSSRY (2268) - BKI,,,Asset,,NOOP,0
Unionbank - H.O (6889) - BKI,,1101105,Unionbank - H.O (6889) - BKI,,,Asset,,NOOP,0
UTILITIES PAYABLES - BKI,,2102105,UTILITIES PAYABLES - BKI,,,Liability,,NOOP,0
UTILITY COSTS - BKI,,6004000,UTILITY COSTS - BKI,,,Expense,,NOOP,1
"VAT, WITHHOLDING AND TAX CREDITS - BKI",,1105100,"VAT, WITHHOLDING AND TAX CREDITS - BKI",,,Asset,,NOOP,1
WASTAGES & SHRINKAGES - BKI,,5000003,WASTAGES & SHRINKAGES - BKI,,,Expense,,NOOP,0
WATER - BKI,,6004002,WATER - BKI,,,Expense,,NOOP,0
WITHOLDING TAX - COMPENSATION PAYABLE - BKI,,2102203,WITHOLDING TAX - COMPENSATION PAYABLE - BKI,,,Liability,,NOOP,0
WITHOLDING TAX - EXPANDED PAYABLE - BKI,,2102202,WITHOLDING TAX - EXPANDED PAYABLE - BKI,,,Liability,,NOOP,0
WITHOLDING TAX - FINAL PAYABLE - BKI,,2102204,WITHOLDING TAX - FINAL PAYABLE - BKI,,,Liability,,NOOP,0
WTAX EXPENSE - BKI,,7100002,WTAX EXPENSE - BKI,,,Expense,,NOOP,0
4000100 - STORE SALES - BKI,4000000 - SALES - BKI,4000100,STORE SALES - BKI,SALES - BKI,4000100,Income,,RENAME,1
4000200 - BKI SALES - BKI,4000000 - SALES - BKI,4000200,BKI SALES - BKI,SALES - BKI,4000200,Income,,RENAME,1
4000230 - FEES - BKI,4000000 - SALES - BKI,4000230,FEES - BKI,SALES - BKI,4000230,Income,,RENAME,1
4000900 - DISCOUNTS AND PROMO - BKI,4000000 - SALES - BKI,4000900,DISCOUNTS AND PROMO - BKI,SALES - BKI,4000900,Income,,RENAME,1
ACCOUNTS PAYABLE - BKI,,2101101,Accounts Payable - BKI,Current Liabilities - BKI,,Liability,,RENAME,0
ACCOUNTS RECEIVABLE - BKI,,1103101,Accounts Receivable - BKI,Current Assets - BKI,,Asset,,RENAME,0
4000110 - IN-STORE SALES - BKI,4000100 - STORE SALES - BKI,4000110,IN-STORE SALES - BKI,STORE SALES - BKI,4000110,Income,Income Account,RENAME,0
4000120 - ONLINE SALES - BKI,4000100 - STORE SALES - BKI,4000120,ONLINE SALES - BKI,STORE SALES - BKI,4000120,Income,,RENAME,1
4000210 - DELIVERIES - BKI,4000200 - BKI SALES - BKI,4000210,DELIVERIES - BKI,BKI SALES - BKI,4000210,Income,Income Account,RENAME,0
4000220 - LOGISTICS - BKI,4000200 - BKI SALES - BKI,4000220,LOGISTICS - BKI,BKI SALES - BKI,4000220,Income,,RENAME,1
4000231 - ROYALTY FEES - BKI,4000230 - FEES - BKI,4000231,ROYALTY FEES - BKI,FEES - BKI,4000231,Income,Income Account,RENAME,0
4000232 - MANAGEMENT FEES - BKI,4000230 - FEES - BKI,4000232,MANAGEMENT FEES - BKI,FEES - BKI,4000232,Income,Income Account,RENAME,0
4000233 - FRANCHISE FEES - BKI,4000230 - FEES - BKI,4000233,FRANCHISE FEES - BKI,FEES - BKI,4000233,Income,Income Account,RENAME,0
4000234 - MARKETING FEES - BKI,4000230 - FEES - BKI,4000234,MARKETING FEES - BKI,FEES - BKI,4000234,Income,Income Account,RENAME,0
4000235 - E-COMMERCE FEES - BKI,4000230 - FEES - BKI,4000235,E-COMMERCE FEES - BKI,FEES - BKI,4000235,Income,Income Account,RENAME,0
4000901 - SALES DISCOUNT DUE TO FREE HALOHALO - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000901,SALES DISCOUNT DUE TO FREE HALOHALO - BKI,DISCOUNTS AND PROMO - BKI,4000901,Income,Income Account,RENAME,0
4000902 - SALES DISCOUNT OF SENIOR CITIZENS - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000902,SALES DISCOUNTS OF PWDS - BKI,DISCOUNTS AND PROMO - BKI,4000902,Income,Income Account,RENAME,0
4000903 - SALES DISCOUNTS OF PWDS - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000903,SALES DISCOUNTS OF SENIOR CITIZENS - BKI,DISCOUNTS AND PROMO - BKI,4000903,Income,Income Account,RENAME,0
4000904 - SALES DISCOUNTS OF STAFFS AND EMPLOYEES - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000904,SALES DISCOUNTS - PROMO - BKI,DISCOUNTS AND PROMO - BKI,4000904,Income,Income Account,RENAME,0
4000905 - SALES DISCOUNTS FROM VAT OF PWD - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000905,SALES DISCOUNTS - EMPLOYEE - BKI,DISCOUNTS AND PROMO - BKI,4000905,Income,Income Account,RENAME,0
4000906 - SALES DISCOUNTS FROM VAT OF SENIOR CITIZENS - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000906,SALES DISCOUNTS - REFUND - BKI,DISCOUNTS AND PROMO - BKI,4000906,Income,Income Account,RENAME,0
4000907 - SALES REFUNDS TO CUSTOMER - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000907,SALES DISCOUNTS - GIFT CARDS - BKI,DISCOUNTS AND PROMO - BKI,4000907,Income,Income Account,RENAME,0
4000908 - SALES DISCOUNTS - EMPLOYEE DISC - BKI,4000900 - DISCOUNTS AND PROMO - BKI,4000908,SALES DISCOUNTS - OTHERS - BKI,DISCOUNTS AND PROMO - BKI,4000908,Income,Income Account,RENAME,0
Creditors - BKI,CURRENT LIABILITIES - Bebang Enterprise Inc.,,Creditors - BKI,Accounts Payable - BKI,,Liability,Payable,NOOP,0
Debtors - BKI,CURRENT ASSETS - Bebang Enterprise Inc.,,Debtors - BKI,Accounts Receivable - BKI,,Asset,Receivable,NOOP,0
4000121 - BEI WEBSITE - BKI,4000120 - ONLINE SALES - BKI,4000121,BEI WEBSITE - BKI,ONLINE SALES - BKI,4000121,Income,Income Account,RENAME,0
4000122 - FOOD PANDA - BKI,4000120 - ONLINE SALES - BKI,4000122,FOOD PANDA - BKI,ONLINE SALES - BKI,4000122,Income,Income Account,RENAME,0
4000123 - GRAB - BKI,4000120 - ONLINE SALES - BKI,4000123,GRAB - BKI,ONLINE SALES - BKI,4000123,Income,Income Account,RENAME,0
4000221 - DELIVERY INCOME - BKI,4000220 - LOGISTICS - BKI,4000221,DELIVERY INCOME - BKI,LOGISTICS - BKI,4000221,Income,Income Account,RENAME,0
4000222 - LOGISTICS INCOME - BKI,4000220 - LOGISTICS - BKI,4000222,LOGISTICS INCOME - BKI,LOGISTICS - BKI,4000222,Income,Income Account,RENAME,0
