old_name,old_parent,old_account_number,canonical_name,canonical_parent,canonical_account_number,canonical_root_type,canonical_account_type,migration_action,is_group
OTHER PROFESSIONAL FEE - III,,6020604,OTHER PROFESSIONAL FEE - III,,,Expense,,NOOP,0
OTHER TAX CREDITS - III,,1105106,OTHER TAX CREDITS - III,,,Asset,,NOOP,0
OTHER TAXES & LICENSES - III,,6020505,OTHER TAXES & LICENSES - III,,,Expense,,NOOP,0
OTHERS - III,,6010212,OTHERS - III,,,Expense,,NOOP,0
OTHERS EMPLOYEE BENEFITS - III,,6002308,OTHERS EMPLOYEE BENEFITS - III,,,Expense,,NOOP,0
OUTING/SPORTSFEST & PARTIES - III,,6002307,OUTING/SPORTSFEST & PARTIES - III,,,Expense,,NOOP,0
OUTPUT VAT PAYABLE - III,,2102205,OUTPUT VAT PAYABLE - III,,,Liability,,NOOP,0
OUTSIDE SERVICES - III,,6009000,OUTSIDE SERVICES - III,,,Expense,,NOOP,1
OUTSIDE SERVICES-OTHERS - III,,6009002,OUTSIDE SERVICES-OTHERS - III,,,Expense,,NOOP,0
PACKAGING - III,,5000002,PACKAGING - III,,,Expense,,NOOP,0
PAYMONGO CHARGES - III,,6030006,PAYMONGO CHARGES - III,,,Expense,,NOOP,0
PAYROLL TAXES - III,,6002200,PAYROLL TAXES - III,,,Expense,,NOOP,1
PAYROLL WITHOLDING TAXES PAYABLES - III,,2102104,PAYROLL WITHOLDING TAXES PAYABLES - III,,,Liability,,NOOP,0
PERCENTAGE RENT - VARIABLE - III,,6020203,PERCENTAGE RENT - VARIABLE - III,,,Expense,,NOOP,0
PEST CONTROL SERVICES - III,,6009001,PEST CONTROL SERVICES - III,,,Expense,,NOOP,0
PETTY CASH FUND - III,,1113000,PETTY CASH FUND - III,,,Asset,,NOOP,0
PHIC CONTRIBUTION-CREW/STAFF - III,,6002206,PHIC CONTRIBUTION-CREW/STAFF - III,,,Expense,,NOOP,0
PHIC CONTRIBUTION-MGT - III,,6002203,PHIC CONTRIBUTION-MGT - III,,,Expense,,NOOP,0
PHOTOCOPY & FILM DEVELOPING - III,,6010209,PHOTOCOPY & FILM DEVELOPING - III,,,Expense,,NOOP,0
PNB - H.O (1480) - III,,1101106,PNB - H.O (1480) - III,,,Asset,,NOOP,0
POSTAGE & COURIER - III,,6004006,POSTAGE & COURIER - III,,,Expense,,NOOP,0
PREPAID EXPENSES - III,,1105200,PREPAID EXPENSES - III,,,Asset,,NOOP,1
PREPAID RENT - III,,1105201,PREPAID RENT - III,,,Asset,,NOOP,0
PREPAID TAXES AND LICENSES - III,,1105102,PREPAID TAXES AND LICENSES - III,,,Asset,,NOOP,0
PREPAYMENTS - OTHERS - III,,1105202,PREPAYMENTS - OTHERS - III,,,Asset,,NOOP,0
PRODUCT TEST - III,,6010203,PRODUCT TEST - III,,,Expense,,NOOP,0
PROFESSIONAL FEES - III,,6020600,PROFESSIONAL FEES - III,,,Expense,,NOOP,1
PROJECT COST RELATED - III,,1206407,PROJECT COST RELATED - III,,,Asset,,NOOP,1
"PROPERTY, PLANT AND EQUIPMENT - III",NON-CURRENT ASSETS - III,12064000,"PROPERTY, PLANT AND EQUIPMENT - III",,,Asset,,NOOP,1
PROVISION FOR INVENTORY OBSOLESCENCES - III,,1104101,PROVISION FOR INVENTORY OBSOLESCENCES - III,,,Asset,,NOOP,0
R&M - CONTRACT SERVICES - III,,6008002,R&M - CONTRACT SERVICES - III,,,Expense,,NOOP,0
R&M - IN-HOUSE - III,,6008001,R&M - IN-HOUSE - III,,,Expense,,NOOP,0
R&M - MATERIALS AND SUPPLIES - III,,6008003,R&M - MATERIALS AND SUPPLIES - III,,,Expense,,NOOP,0
R&M - VEHICLE - III,,6008004,R&M - VEHICLE - III,,,Expense,,NOOP,0
RECEIVABLES FROM PAYMONGO - III,,1103103,RECEIVABLES FROM PAYMONGO - III,,,Asset,,NOOP,0
RECRUITMENT EXPENSES - III,,6010206,RECRUITMENT EXPENSES - III,,,Expense,,NOOP,0
RENT PAYABLES - III,,2102106,RENT PAYABLES - III,,,Liability,,NOOP,0
RENT-OTHERS - III,,6020303,RENT-OTHERS - III,,,Expense,,NOOP,0
REPAIRS & MAINTENANCE - III,,6008000,REPAIRS & MAINTENANCE - III,,,Expense,,NOOP,1
REPRESENTATION & ENTERTAINMENT-OTHERS - III,,6010100,REPRESENTATION & ENTERTAINMENT-OTHERS - III,,,Expense,,NOOP,0
RETAINED EARNINGS - III,,3000003,Retained Earnings - III,Equity - III,,Equity,,RENAME,0
REVOLVING FUND - HO - III,,1116000,REVOLVING FUND - HO - III,,,Asset,,NOOP,0
ROYALTIES INCOME - III,FRANCHISE INCOME - III,4000301,ROYALTIES INCOME - III,,,Income,Income,NOOP,0
ROYALTY FEE (5.0%) - III,,6020712,ROYALTY FEE (5.0%) - III,,,Expense,,NOOP,0
ROYALTY FEE (7.0%) - III,,6020711,ROYALTY FEE (7.0%) - III,,,Expense,,NOOP,0
SALARIES PAYABLES - III,,2102101,SALARIES PAYABLES - III,,,Liability,,NOOP,0
SALES - III,,4000000,SALES - III,,4000000,Income,,NOOP,1
SECURITY DEPOSIT - III,,1207101,SECURITY DEPOSIT - III,,,Asset,,NOOP,0
SHORT TERM DEBT - III,,2104100,SHORT TERM DEBT - III,,,Liability,,NOOP,1
SMALLWARES SUPPLIES - III,,6007000,SMALLWARES SUPPLIES - III,,,Expense,,NOOP,0
SPONSORSHIP - III,,6010202,SPONSORSHIP - III,,,Expense,,NOOP,0
"SSS, PHIC, PAG IBIG PAYABLES - III",,2102103,"SSS, PHIC, PAG IBIG PAYABLES - III",,,Liability,,NOOP,0
SSS/MED/ECC-CREW/STAFF - III,,6002204,SSS/MED/ECC-CREW/STAFF - III,,,Expense,,NOOP,0
SSS/MED/ECC-MGT - III,,6002201,SSS/MED/ECC-MGT - III,,,Expense,,NOOP,0
Stock Adjustment - III,COST OF SALES - III,,Stock Adjustment - III,Stock Expenses - III,,Expense,,NOOP,0
Stock Received But Not Billed - III,CURRENT LIABILITIES - III,,Stock Received But Not Billed - III,Stock Liabilities - III,,Liability,Stock Received But Not Billed,NOOP,0
STOCKHOLDER'S EQUITY - III,,3000000,STOCKHOLDER'S EQUITY - III,,,Equity,,NOOP,1
STORE SUPPLIES - III,,6006001,STORE SUPPLIES - III,,,Expense,,NOOP,0
TAX EXPENSE - III,,7100001,TAX EXPENSE - III,,,Expense,,NOOP,0
TAXES AND LICENSES - III,,6020500,TAXES AND LICENSES - III,,,Expense,,NOOP,1
TAXES PAYABLES - III,,2102200,TAXES PAYABLES - III,,,Liability,,NOOP,1
TELEPHONE & FAX CHARGES - III,,6004003,TELEPHONE & FAX CHARGES - III,,,Expense,,NOOP,0
Temporary Opening - III,CURRENT ASSETS - III,,Temporary Opening - III,Temporary Accounts - III,,Asset,Temporary,NOOP,0
TOLL & PARKING FEES - III,,6010004,TOLL & PARKING FEES - III,,,Expense,,NOOP,0
TRADE AND OTHER PAYABLES - III,,2101100,TRADE AND OTHER PAYABLES - III,,,Asset,,NOOP,1
TRADE AND OTHER RECEIVABLES - III,,1103000,TRADE AND OTHER RECEIVABLES - III,,,Asset,,NOOP,1
TRADE RECEIVABLES - III,,1103100,TRADE RECEIVABLES - III,,,Asset,,NOOP,1
TRAINING & SEMINAR - III,,6002304,TRAINING & SEMINAR - III,,,Expense,,NOOP,0
TRANSPORTATION & TRAVEL - III,,6010000,TRANSPORTATION & TRAVEL - III,,,Expense,,NOOP,1
UNIFORMS - III,,6002302,UNIFORMS - III,,,Expense,,NOOP,0
Unionbank - CMSSRY (2268) - III,,1101109,Unionbank - CMSSRY (2268) - III,,,Asset,,NOOP,0
Unionbank - H.O (6889) - III,,1101105,Unionbank - H.O (6889) - III,,,Asset,,NOOP,0
UTILITIES PAYABLES - III,,2102105,UTILITIES PAYABLES - III,,,Liability,,NOOP,0
UTILITY COSTS - III,,6004000,UTILITY COSTS - III,,,Expense,,NOOP,1
"VAT, WITHHOLDING AND TAX CREDITS - III",,1105100,"VAT, WITHHOLDING AND TAX CREDITS - III",,,Asset,,NOOP,1
WASTAGES & SHRINKAGES - III,,5000003,WASTAGES & SHRINKAGES - III,,,Expense,,NOOP,0
WATER - III,,6004002,WATER - III,,,Expense,,NOOP,0
WITHOLDING TAX - COMPENSATION PAYABLE - III,,2102203,WITHOLDING TAX - COMPENSATION PAYABLE - III,,,Liability,,NOOP,0
WITHOLDING TAX - EXPANDED PAYABLE - III,,2102202,WITHOLDING TAX - EXPANDED PAYABLE - III,,,Liability,,NOOP,0
WITHOLDING TAX - FINAL PAYABLE - III,,2102204,WITHOLDING TAX - FINAL PAYABLE - III,,,Liability,,NOOP,0
WTAX EXPENSE - III,,7100002,WTAX EXPENSE - III,,,Expense,,NOOP,0
ACCOUNTS PAYABLE - III,,2101101,Accounts Payable - III,Current Liabilities - III,,Liability,,RENAME,0
ACCOUNTS RECEIVABLE - III,,1103101,Accounts Receivable - III,Current Assets - III,,Asset,,RENAME,0
Creditors - III,CURRENT LIABILITIES - III,,Creditors - III,Accounts Payable - III,,Liability,Payable,NOOP,0
Debtors - III,CURRENT ASSETS - III,,Debtors - III,Accounts Receivable - III,,Asset,Receivable,NOOP,0
