# DEPRECATED 2026-04-21 — one generic form URL replaces per-supplier pre-filled URLs.
# Use this single link for all suppliers:
# https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform
# File retained for audit trail only.
supplier_code,supplier_name,tin,email,tier,prefill_url,qr_url
KTEGAAT91,KAIROS TPH ELECTRONCS GADGETS AND ACCESSORIES TRADING,,info.kairosph@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=KAIROS+TPH+ELECTRONCS+GADGETS+AND+ACCESSORIES+TRADING,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DKAIROS%2BTPH%2BELECTRONCS%2BGADGETS%2BAND%2BACCESSORIES%2BTRADING
KCC37,KALINISAN CHEMICALS CORP.,,Kimrendel.Palajoren@kalinisanchemicals.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=KALINISAN+CHEMICALS+CORP.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DKALINISAN%2BCHEMICALS%2BCORP.
KDHFR11,KHLOE'S DELIGHT HOMEMADE FOOD RETAILING,,jkkecarma@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=KHLOE%27S+DELIGHT+HOMEMADE+FOOD+RETAILING,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DKHLOE%2527S%2BDELIGHT%2BHOMEMADE%2BFOOD%2BRETAILING
LE38,LABELMEN ENTERPRISES,,mergen.castillon@labelmenenterprises.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=LABELMEN+ENTERPRISES,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DLABELMEN%2BENTERPRISES
L75,"LABTRADERS,INC.",,airen.fernandez@labtraders.com.ph,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=LABTRADERS%2CINC.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DLABTRADERS%252CINC.
MTMS64,M Tealicious Milktea Supplies,,gerliecelis12@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=M+Tealicious+Milktea+Supplies,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DM%2BTealicious%2BMilktea%2BSupplies
MSI56,Mana Superfoods Inc,,inquiry.manasugar@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Mana+Superfoods+Inc,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMana%2BSuperfoods%2BInc
MRDC49,Marine Resources Development Corp.,,jayson.morales@mrdccarrageenan.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Marine+Resources+Development+Corp.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMarine%2BResources%2BDevelopment%2BCorp.
MU9,Marivic's Ube,,isaganiurrete19@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Marivic%27s+Ube,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMarivic%2527s%2BUbe
MGM20,MATHEW GENERAL MERCHANDISE,,nerissamarcos@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=MATHEW+GENERAL+MERCHANDISE,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMATHEW%2BGENERAL%2BMERCHANDISE
MBI10,"Max's Bakeshop, Inc.",000-416-483-000,htardon@maxsgroupinc.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Max%27s+Bakeshop%2C+Inc.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMax%2527s%2BBakeshop%252C%2BInc.
MC-WaPS39,MGRACE Creative - Works and Printing Services,,mgracecreatives@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=MGRACE+Creative+-+Works+and+Printing+Services,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMGRACE%2BCreative%2B-%2BWorks%2Band%2BPrinting%2BServices
MPC40,MIDDLEBY PHILIPPINES CORPORATION,000-123-010-000,jmdelmundo@middleby.com.ph,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=MIDDLEBY+PHILIPPINES+CORPORATION,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMIDDLEBY%2BPHILIPPINES%2BCORPORATION
M47,MIRAHOME,,mirahomedecorph@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=MIRAHOME,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMIRAHOME
MOS28,MIRAHOME ONLINE SHOP,,mirahomedecorph@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=MIRAHOME+ONLINE+SHOP,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMIRAHOME%2BONLINE%2BSHOP
MK99,MK KITCHEN,,mkkitchenlp@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=MK+KITCHEN,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMK%2BKITCHEN
M&SPI13,Molina & Sons Phils Inc.,000-328-063-00000,amy.ocampo@molinaandsons.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Molina+%26+Sons+Phils+Inc.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMolina%2B%2526%2BSons%2BPhils%2BInc.
MHSI72,Mosaic Hospitality Solution Inc.,,Tyrellu@mosaic-solutions.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Mosaic+Hospitality+Solution+Inc.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DMosaic%2BHospitality%2BSolution%2BInc.
NPI89,NECO PHILIPPINES INCORPORATED,,cbfacunda@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=NECO+PHILIPPINES+INCORPORATED,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DNECO%2BPHILIPPINES%2BINCORPORATED
NSEI4,"NEW SO'S ENTERPRISES, INC.",008-240-686-00001,newsosentinc_manila@yahoo.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=NEW+SO%27S+ENTERPRISES%2C+INC.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DNEW%2BSO%2527S%2BENTERPRISES%252C%2BINC.
NI41,NOVOAGRI INC.,,admin@novoagri.net,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=NOVOAGRI+INC.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DNOVOAGRI%2BINC.
OE26,Orangepop Enterprise,,orangepopenterprise@yahoo.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Orangepop+Enterprise,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DOrangepop%2BEnterprise
OI35,OVONOVO INC,,inquiries2.ovonovoinc@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=OVONOVO+INC,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DOVONOVO%2BINC
PCS82,PC Chain Superstore,,davidwong@pcchainsuperstore.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=PC+Chain+Superstore,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DPC%2BChain%2BSuperstore
PFEaSC53,Philippine Foodservice Equipment and Supplies Corporation,,hellosales@pfescorp.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Philippine+Foodservice+Equipment+and+Supplies+Corporation,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DPhilippine%2BFoodservice%2BEquipment%2Band%2BSupplies%2BCorporation
PHOCN85,PIDIONG'S HOUSE OF CASHEW NUTS,,elpidiomallanao@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=PIDIONG%27S+HOUSE+OF+CASHEW+NUTS,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DPIDIONG%2527S%2BHOUSE%2BOF%2BCASHEW%2BNUTS
PAMI83,"PL AGUILA MANUFACTURING, INC.",,denyserecato@aguilamfg.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=PL+AGUILA+MANUFACTURING%2C+INC.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DPL%2BAGUILA%2BMANUFACTURING%252C%2BINC.
PPPI50,PLEXCO PLASTIC PRODUCTS INC.,,ricca.go629@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=PLEXCO+PLASTIC+PRODUCTS+INC.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DPLEXCO%2BPLASTIC%2BPRODUCTS%2BINC.
PTT12,PV'S TISSUE TRADING,,jacjacbalverde@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=PV%27S+TISSUE+TRADING,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DPV%2527S%2BTISSUE%2BTRADING
RUMdBR93,R3B2P Ube Manufacturing dba Bren Raphael's,,brenraphaelube@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=R3B2P+Ube+Manufacturing+dba+Bren+Raphael%27s,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DR3B2P%2BUbe%2BManufacturing%2Bdba%2BBren%2BRaphael%2527s
RD59,RESTAURANT DEPO,,restaurantdepotph@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=RESTAURANT+DEPO,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DRESTAURANT%2BDEPO
RPT79,RHODIUM PREMIER TECHNOLOGY,,cristina_enesio@rhodium.ph,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=RHODIUM+PREMIER+TECHNOLOGY,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DRHODIUM%2BPREMIER%2BTECHNOLOGY
RGSOI58,RIGHT GOODS SOUTH OPERATIONS INC.,,leyva.mp@ggc.com.ph,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=RIGHT+GOODS+SOUTH+OPERATIONS+INC.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DRIGHT%2BGOODS%2BSOUTH%2BOPERATIONS%2BINC.
RMC80,RODZON MARKETING CORPORATION,,sales@rodzon.com.ph,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=RODZON+MARKETING+CORPORATION,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DRODZON%2BMARKETING%2BCORPORATION
SSC60,Schalen Sales Corporation,,mariconequibal@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Schalen+Sales+Corporation,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DSchalen%2BSales%2BCorporation
SM16,Sentillas Marketing,411-112-819-00000,jen20senm@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Sentillas+Marketing,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DSentillas%2BMarketing
SCIT42,SKYVELS CROWNE INTERNATIONAL TRADING,230-992-499-000,skyvelscrowne@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=SKYVELS+CROWNE+INTERNATIONAL+TRADING,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DSKYVELS%2BCROWNE%2BINTERNATIONAL%2BTRADING
SVI68,SODARIZER VENTURES INC,,karl@sodarizer.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=SODARIZER+VENTURES+INC,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DSODARIZER%2BVENTURES%2BINC
SPaPC96,Starkson Paper and Plastic Corp.,,adelfa@robincoltd.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Starkson+Paper+and+Plastic+Corp.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DStarkson%2BPaper%2Band%2BPlastic%2BCorp.
SM51,Sumore Marketing,,sumoremarketing@yahoo.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Sumore+Marketing,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DSumore%2BMarketing
TC1,Test Corporation,,ashish@bebang.ph,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Test+Corporation,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DTest%2BCorporation
TOS43,Theart14 Online Shop,,theart14shop@gmail.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Theart14+Online+Shop,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DTheart14%2BOnline%2BShop
TCFMC44,Top Creamery Food Manufacturing Corp.,009-097-632-00000,francis@topcreamery.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=Top+Creamery+Food+Manufacturing+Corp.,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DTop%2BCreamery%2BFood%2BManufacturing%2BCorp.
TTI18,TOPRANK TRADING INC,008 234 438 000,topranktrading@yahoo.com,A,https://docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform?usp=pp_url&entry.6f714ee0=TOPRANK+TRADING+INC,https://api.qrserver.com/v1/create-qr-code/?size=300x300&data=https%3A//docs.google.com/forms/d/e/1FAIpQLSc3UC9f_3gefDYNgpOqNx7UCw_5BDrRh9T8-GQeyHHWSxdITw/viewform%3Fusp%3Dpp_url%26entry.6f714ee0%3DTOPRANK%2BTRADING%2BINC
